# time,Reactant,B,C,D,E,Product,Reactant,B,C,C2,D,E,Product,Reactant,B,C,D,E,Product
5.000000000000000000e+01,1.833528555733091037e-02,7.319818625868765305e-02,1.892814969979025042e-01,1.936189251233885189e-01,3.053806289797360574e-01,2.201854770829544394e-01,1.833528565733090823e-02,7.319818635868763357e-02,1.017896145541105773e-01,8.749188254379186569e-02,1.936189252233884717e-01,3.053806290797360101e-01,2.201854771829543922e-01,1.833528565733090823e-02,7.319818635868763357e-02,1.892814970979024569e-01,1.936189252233884717e-01,3.053806290797360101e-01,2.201854771829543922e-01
5.500000000000000000e+01,1.227524946562479763e-02,5.400923866037770499e-02,1.865482611553507253e-01,1.674496613678745360e-01,3.130535271870197866e-01,2.666640621637524355e-01,1.227524956562479376e-02,5.400923876037769245e-02,9.345172315600035196e-02,9.309653809935033997e-02,1.674496614678745166e-01,3.130535272870197394e-01,2.666640622637523883e-01,1.227524956562479376e-02,5.400923876037769245e-02,1.865482612553507058e-01,1.674496614678745166e-01,3.130535272870197394e-01,2.666640622637523883e-01
6.000000000000000000e+01,8.243658918685366557e-03,3.946674278093596777e-02,1.816763810639207832e-01,1.426466469065679199e-01,3.141910792314155931e-01,3.137754910984743573e-01,8.243659018685364423e-03,3.946674288093596217e-02,8.472882810800722031e-02,9.694755305591351568e-02,1.426466470065679004e-01,3.141910793314155459e-01,3.137754911984743100e-01,8.243659018685364423e-03,3.946674288093596217e-02,1.816763811639207638e-01,1.426466470065679004e-01,3.141910793314155459e-01,3.137754911984743100e-01
6.500000000000000000e+01,5.525992971302825033e-03,2.866049830785259017e-02,1.752380685560018525e-01,1.200107371932266215e-01,3.099217793330430459e-01,3.606429236385730874e-01,5.525993071302823766e-03,2.866049840785258457e-02,7.605455800037644321e-02,9.918351065562538982e-02,1.200107372932265881e-01,3.099217794330429987e-01,3.606429237385730402e-01,5.525993071302823766e-03,2.866049840785258457e-02,1.752380686560018330e-01,1.200107372932265881e-01,3.099217794330429987e-01,3.606429237385730402e-01
7.000000000000000000e+01,3.702248471510698538e-03,2.069539692119447272e-02,1.677152956909763459e-01,9.991879104522791155e-02,3.014273204241497139e-01,4.065409474469409146e-01,3.702248571510697705e-03,2.069539702119447058e-02,6.772442812352737207e-02,9.999086766744895438e-02,9.991879114522787819e-02,3.014273205241496667e-01,4.065409475469408118e-01,3.702248571510697705e-03,2.069539702119447058e-02,1.677152957909763265e-01,9.991879114522787819e-02,3.014273205241496667e-01,4.065409475469408118e-01
7.500000000000000000e+01,2.489415199453836724e-03,1.485811643392894940e-02,1.594909208762405883e-01,8.245400859538605520e-02,2.897948045559370356e-01,4.509127343390536002e-01,2.489415299453836324e-03,1.485811653392894553e-02,5.991936467081378920e-02,9.957155630542677271e-02,8.245400869538603572e-02,2.897948046559369883e-01,4.509127344390534975e-01,2.489415299453836324e-03,1.485811653392894553e-02,1.594909209762405689e-01,8.245400869538603572e-02,2.897948046559369883e-01,4.509127344390534975e-01
8.000000000000000000e+01,1.665998771818884110e-03,1.062641906367184363e-02,1.508622533224687479e-01,6.755033287290536370e-02,2.759309997981139184e-01,4.933639961710212796e-01,1.665998871818883710e-03,1.062641916367184150e-02,5.274263997243907459e-02,9.811961345002963297e-02,6.755033297290534422e-02,2.759309998981138712e-01,4.933639962710211768e-01,1.665998871818883710e-03,1.062641916367184150e-02,1.508622534224687284e-01,6.755033297290534422e-02,2.759309998981138712e-01,4.933639962710211768e-01
8.500000000000000000e+01,1.118053575479541987e-03,7.570230565731468457e-03,1.420595746202502341e-01,5.498138467478994734e-02,2.606493894142072332e-01,5.336213671495416699e-01,1.118053675479541804e-03,7.570230665731467190e-03,4.622875899720369636e-02,9.583081572304649742e-02,5.498138477478994174e-02,2.606493895142071859e-01,5.336213672495415672e-01,1.118053675479541804e-03,7.570230665731467190e-03,1.420595747202502146e-01,5.498138477478994174e-02,2.606493895142071859e-01,5.336213672495415672e-01
9.000000000000000000e+01,7.512618867181381811e-04,5.374242636852445340e-03,1.332600977539162013e-01,4.450524713107926328e-02,2.445888595947624533e-01,5.715202909966715650e-01,7.512619867181381068e-04,5.374242736852444073e-03,4.038129166300533091e-02,9.287880619091085088e-02,4.450524723107925767e-02,2.445888596947624338e-01,5.715202910966714622e-01,7.512619867181381068e-04,5.374242736852444073e-03,1.332600978539161818e-01,4.450524723107925767e-02,2.445888596947624338e-01,5.715202910966714622e-01
9.500000000000000000e+01,5.024894096606532254e-04,3.802490320439151725e-03,1.245967655672438057e-01,3.586139969177625647e-02,2.282539260219021982e-01,6.069829289889779877e-01,5.024895096606531511e-04,3.802490420439150892e-03,3.517776175949989537e-02,8.941900390774387697e-02,3.586139979177625087e-02,2.282539261219021509e-01,6.069829290889778850e-01,5.024895096606531511e-04,3.802490420439150892e-03,1.245967656672437723e-01,3.586139979177625087e-02,2.282539261219021509e-01,6.069829290889778850e-01
1.000000000000000000e+02,3.378705455124242840e-04,2.684914999377415942e-03,1.161642323970908663e-01,2.877243380245154622e-02,2.120380400141085864e-01,6.400025082414591004e-01,3.378706455124242639e-04,2.684915099377415976e-03,3.057374211330672609e-02,8.559049038378413465e-02,2.877243390245154755e-02,2.120380401141085946e-01,6.400025083414591087e-01,3.378706455124242639e-04,2.684915099377415976e-03,1.161642324970908607e-01,2.877243390245154755e-02,2.120380401141085946e-01,6.400025083414591087e-01
1.050000000000000000e+02,2.267945523294394522e-04,1.890457284196792303e-03,1.080340080205242775e-01,2.300377007806832241e-02,1.962290770901410353e-01,6.706158929747401132e-01,2.267946523294394592e-04,1.890457384196792337e-03,2.652421773479420736e-02,8.150979038573007152e-02,2.300377017806832375e-02,1.962290771901410436e-01,6.706158930747401214e-01,2.267946523294394592e-04,1.890457384196792337e-03,1.080340081205242719e-01,2.300377017806832375e-02,1.962290771901410436e-01,6.706158930747401214e-01
1.100000000000000000e+02,1.515797320240511777e-04,1.326996608988054421e-03,1.002535839287728575e-01,1.833611011733150137e-02,1.810311440487833434e-01,6.989005855641001741e-01,1.515798320240511847e-04,1.326996708988054455e-03,2.297739544092424271e-02,7.727618858784861267e-02,1.833611021733150270e-02,1.810311441487833517e-01,6.989005856641001824e-01,1.515798320240511847e-04,1.326996708988054455e-03,1.002535840287728519e-01,1.833611021733150270e-02,1.810311441487833517e-01,6.989005856641001824e-01
1.150000000000000000e+02,1.021412813744031439e-04,9.313807842190862524e-04,9.285199033231691934e-02,1.457333242820573090e-02,1.665783904269506344e-01,7.249627647469332192e-01,1.021413813744031373e-04,9.313808842190862865e-04,1.987949432245426917e-02,7.297249610986265844e-02,1.457333252820573050e-02,1.665783905269506426e-01,7.249627648469332275e-01,1.021413813744031373e-04,9.313808842190862865e-04,9.285199043231691374e-02,1.457333252820573050e-02,1.665783905269506426e-01,7.249627648469332275e-01
1.200000000000000000e+02,6.862798753912644747e-05,6.519591475133358800e-04,8.584855041527206243e-02,1.155549134006608400e-02,1.529579478368498779e-01,7.489174232727594527e-01,6.862808753912644092e-05,6.519592475133359141e-04,1.718266262601918920e-02,6.866588788925287457e-02,1.155549144006608360e-02,1.529579479368498862e-01,7.489174233727594610e-01,6.862808753912644092e-05,6.519592475133359141e-04,8.584855051527205683e-02,1.155549144006608360e-02,1.529579479368498862e-01,7.489174233727594610e-01
1.250000000000000000e+02,4.576218323482516713e-05,4.545934051599583069e-04,7.925059423137983949e-02,9.143849096614621585e-03,1.402122984751904000e-01,7.708929026084203606e-01,4.576228323482516735e-05,4.545935051599582868e-04,1.484018333399896548e-02,6.441041099738087361e-02,9.143849196614621186e-03,1.402122985751904083e-01,7.708929027084203689e-01,4.576228323482516735e-05,4.545935051599582868e-04,7.925059433137983389e-02,9.143849196614621186e-03,1.402122985751904083e-01,7.708929027084203689e-01
1.300000000000000000e+02,3.085552546919880158e-05,3.176228266241611998e-04,7.305641031842229072e-02,7.221810962358876131e-03,1.283484386840841041e-01,7.910248616830414248e-01,3.085562546919879502e-05,3.176229266241611254e-04,1.280815669106010087e-02,6.024825372736217211e-02,7.221811062358874864e-03,1.283484387840840846e-01,7.910248617830413220e-01,3.085562546919879502e-05,3.176229266241611254e-04,7.305641041842227124e-02,7.221811062358874864e-03,1.283484387840840846e-01,7.910248617830413220e-01
1.350000000000000000e+02,2.088931636890349291e-05,2.218616765395495705e-04,6.726085273148089960e-02,5.694363649514319961e-03,1.173589137294651502e-01,8.094431188966311197e-01,2.088941636890349313e-05,2.218617765395495775e-04,1.104846222179014549e-02,5.621239060969075024e-02,5.694363749514319561e-03,1.173589138294651446e-01,8.094431189966311280e-01,2.088941636890349313e-05,2.218617765395495775e-04,6.726085283148089400e-02,5.694363749514319561e-03,1.173589138294651446e-01,8.094431189966311280e-01
1.400000000000000000e+02,1.388751214776581068e-05,1.537782055555814305e-04,6.185419312282430804e-02,4.483230422811529219e-03,1.072197173014847321e-01,8.262751934351761918e-01,1.388761214776580751e-05,1.537783055555814104e-04,9.526756082735518896e-03,5.232743714008877833e-02,4.483230522811527952e-03,1.072197174014846988e-01,8.262751935351759780e-01,1.388761214776580751e-05,1.537783055555814104e-04,6.185419322282429549e-02,4.483230522811527952e-03,1.072197174014846988e-01,8.262751935351759780e-01
1.450000000000000000e+02,9.298222153600917754e-06,1.067657160186054891e-04,5.682167528779535903e-02,3.525546502672695631e-03,9.788836178312167180e-02,8.416483524882381051e-01,9.298322153600916280e-06,1.067658160186054690e-04,8.211698894578595143e-03,4.860997649321675829e-02,3.525546602672695231e-03,9.788836188312165232e-02,8.416483525882380023e-01,9.298322153600916280e-06,1.067658160186054690e-04,5.682167538779535343e-02,3.525546602672695231e-03,9.788836188312165232e-02,8.416483525882380023e-01
1.500000000000000000e+02,6.370195554282388269e-06,7.468342079357570041e-05,5.214764874736312061e-02,2.769759920440970514e-03,8.932067488233820518e-02,8.556808628335098588e-01,6.370295554282387642e-06,7.468352079357568030e-05,7.076038540094254682e-03,4.507161030726886120e-02,2.769760020440970114e-03,8.932067498233818570e-02,8.556808629335097560e-01,6.370295554282387642e-06,7.468352079357568030e-05,5.214764884736311501e-02,2.769760020440970114e-03,8.932067498233818570e-02,8.556808629335097560e-01
1.550000000000000000e+02,4.278427917910249482e-06,5.177873062419589373e-05,4.781593859482353992e-02,2.173341132101728069e-03,8.147289318089707966e-02,8.684817699336355723e-01,4.278527917910248854e-06,5.177883062419588039e-05,6.096119422817479483e-03,4.171981927200604789e-02,2.173341232101727669e-03,8.147289328089706018e-02,8.684817700336353585e-01,4.278527917910248854e-06,5.177883062419588039e-05,4.781593869482352738e-02,2.173341232101727669e-03,8.147289328089706018e-02,8.684817700336353585e-01
1.600000000000000000e+02,2.812887402668856638e-06,3.553302948675271387e-05,4.380830769428632754e-02,1.703245668697006554e-03,7.429438673354032963e-02,8.801557139865869850e-01,2.812987402668856010e-06,3.553312948675270731e-05,5.250911036625114867e-03,3.855739675766120533e-02,1.703245768697006154e-03,7.429438683354031014e-02,8.801557140865867712e-01,2.812987402668856010e-06,3.553312948675270731e-05,4.380830779428632193e-02,1.703245768697006154e-03,7.429438683354031014e-02,8.801557140865867712e-01
1.650000000000000000e+02,1.893150864085049724e-06,2.462307733428886612e-05,4.010574251341272184e-02,1.334507901683751937e-03,6.773287626626560420e-02,8.908003570904395874e-01,1.893250864085049308e-06,2.462317733428885956e-05,4.522286785353943697e-03,3.558345582805876733e-02,1.334508001683751754e-03,6.773287636626558472e-02,8.908003571904393736e-01,1.893250864085049308e-06,2.462317733428885956e-05,4.010574261341271624e-02,1.334508001683751754e-03,6.773287636626558472e-02,8.908003571904393736e-01
1.700000000000000000e+02,1.337611333618512183e-06,1.740666354562882194e-05,3.669001186219017496e-02,1.045592868020216604e-03,6.174087098225042314e-02,9.005047800126599888e-01,1.337711333618511978e-06,1.740676354562881878e-05,3.894331193731309215e-03,3.279568076845885971e-02,1.045592968020216422e-03,6.174087108225041060e-02,9.005047801126597751e-01,1.337711333618511978e-06,1.740676354562881878e-05,3.669001196219016936e-02,1.045592968020216422e-03,6.174087108225041060e-02,9.005047801126597751e-01
1.750000000000000000e+02,9.094464941709298938e-07,1.209271248497092786e-05,3.354361864467655940e-02,8.181582931102229783e-04,5.627528768062689535e-02,9.093499332226071541e-01,9.095464941709297954e-07,1.209281248497092638e-05,3.353188954823032707e-03,3.019042978985352066e-02,8.181583931102229040e-04,5.627528778062688974e-02,9.093499333226070513e-01,9.095464941709297954e-07,1.209281248497092638e-05,3.354361874467655380e-02,8.181583931102229040e-04,5.627528778062688974e-02,9.093499333226070513e-01
1.800000000000000000e+02,5.847866221373195646e-07,8.175069403552143461e-06,3.064871834676266213e-02,6.389966066862664022e-04,5.129185756215962066e-02,9.174116676283657901e-01,5.848866221373194662e-07,8.175169403552141987e-06,2.886860694659874969e-03,2.776185775210278026e-02,6.389967066862663279e-04,5.129185766215960812e-02,9.174116677283655763e-01,5.848866221373194662e-07,8.175169403552141987e-06,3.064871844676265653e-02,6.389967066862663279e-04,5.129185766215960812e-02,9.174116677283655763e-01
1.850000000000000000e+02,3.822600219847793044e-07,5.571535619120395221e-06,2.798766486947971630e-02,4.991988699350491951e-04,4.674792051029462436e-02,9.247592619546495252e-01,3.823600219847792061e-07,5.571635619120394594e-06,2.485339436822150538e-03,2.550232553265755972e-02,4.991989699350491208e-04,4.674792061029461876e-02,9.247592620546493114e-01,3.823600219847792061e-07,5.571635619120394594e-06,2.798766496947971069e-02,4.991989699350491208e-04,4.674792061029461876e-02,9.247592620546493114e-01
1.900000000000000000e+02,2.765595923544434102e-07,3.979337021310813337e-06,2.554391072121107650e-02,3.906780578656380513e-04,4.260516238143179785e-02,9.314559929428778418e-01,2.766595923544433648e-07,3.979437021310812709e-06,2.139730651889480174e-03,2.340418016932158812e-02,3.906781578656379227e-04,4.260516248143179224e-02,9.314559930428776280e-01,2.766595923544433648e-07,3.979437021310812709e-06,2.554391082121107090e-02,3.906781578656379227e-04,4.260516248143179224e-02,9.314559930428776280e-01
1.950000000000000000e+02,2.138153640757410073e-07,2.935825544689135240e-06,2.330200947104821285e-02,3.059638536810376148e-04,3.882942943607469583e-02,9.375594475982873544e-01,2.139153640757409618e-07,2.935925544689134189e-06,1.842141767999199656e-03,2.145986780304900976e-02,3.059639536810375405e-04,3.882942953607469022e-02,9.375594476982871406e-01,2.139153640757409618e-07,2.935925544689134189e-06,2.330200957104821072e-02,3.059639536810375405e-04,3.882942953607469022e-02,9.375594476982871406e-01
2.000000000000000000e+02,1.418471088336589133e-07,2.012484549412504162e-06,2.124738676255907149e-02,2.387481139897628041e-04,3.538961724779760704e-02,9.431220935439953434e-01,1.419471088336588944e-07,2.012584549412503534e-06,1.585692421910773553e-03,1.966169444064829602e-02,2.387482139897627569e-04,3.538961734779760143e-02,9.431220936439951297e-01,1.419471088336588944e-07,2.012584549412503534e-06,2.124738686255906936e-02,2.387482139897627569e-04,3.538961734779760143e-02,9.431220936439951297e-01
2.050000000000000000e+02,8.820576609048356737e-08,1.334648312752147491e-06,1.936564873983561905e-02,1.859072050482797275e-04,3.225490773915835191e-02,9.481921134618789271e-01,8.830576609048354841e-08,1.334748312752147286e-06,1.364804141169382668e-03,1.800084469866623446e-02,1.859073050482797074e-04,3.225490783915834631e-02,9.481921135618788243e-01,8.830576609048354841e-08,1.334748312752147286e-06,1.936564883983561691e-02,1.859073050482797074e-04,3.225490783915834631e-02,9.481921135618788243e-01
2.100000000000000000e+02,5.712614640198022256e-08,9.039506744240412645e-07,1.764336655152509009e-02,1.449785036924173176e-04,2.939794985964661392e-02,9.528127440083150601e-01,5.722614640198021684e-08,9.040506744240411662e-07,1.174779206030897132e-03,1.646858744549418996e-02,1.449786036924172975e-04,2.939794995964661178e-02,9.528127441083149574e-01,5.722614640198021684e-08,9.040506744240411662e-07,1.764336665152508796e-02,1.449786036924172975e-04,2.939794995964661178e-02,9.528127441083149574e-01
2.150000000000000000e+02,4.410558236252693542e-08,6.654730471803117990e-07,1.606805634171685343e-02,1.135062362782880257e-04,2.679388779500960910e-02,9.570238400483657148e-01,4.420558236252692970e-08,6.655730471803117006e-07,1.011355005350141577e-03,1.505670143636670885e-02,1.135063362782880056e-04,2.679388789500960696e-02,9.570238401483656121e-01,4.420558236252692970e-08,6.655730471803117006e-07,1.606805644171685130e-02,1.135063362782880056e-04,2.679388789500960696e-02,9.570238401483656121e-01
2.200000000000000000e+02,3.793279182575573354e-08,5.202556989993752504e-07,1.462816584960042673e-02,8.906105514130701381e-05,2.442027968490489281e-02,9.608619352218625842e-01,3.803279182575572782e-08,5.203556989993751520e-07,8.706966415049778411e-04,1.375746930809544633e-02,8.906115514130699370e-05,2.442027978490488721e-02,9.608619353218623704e-01,3.803279182575572782e-08,5.203556989993751520e-07,1.462816594960042287e-02,8.906115514130699370e-05,2.442027978490488721e-02,9.608619353218623704e-01
2.250000000000000000e+02,2.580885254130249514e-08,3.617693420330091237e-07,1.331298212941890886e-02,6.945851889908575280e-05,2.225680562420339487e-02,9.643603661492839985e-01,2.590885254130249273e-08,3.618693420330090782e-07,7.494267830696953268e-04,1.256355544634921162e-02,6.945861889908573270e-05,2.225680572420339273e-02,9.643603662492838957e-01,2.590885254130249273e-08,3.618693420330090782e-07,1.331298222941890673e-02,6.945861889908573270e-05,2.225680572420339273e-02,9.643603662492838957e-01
2.300000000000000000e+02,1.531463065368684727e-08,2.345980671027638096e-07,1.211226092049381108e-02,5.393030164448213854e-05,2.028439570727432265e-02,9.675491631578896357e-01,1.541463065368684485e-08,2.346980671027637906e-07,6.449241300127178840e-04,1.146733689048109149e-02,5.393040164448213199e-05,2.028439580727432051e-02,9.675491632578895329e-01,1.541463065368684485e-08,2.346980671027637906e-07,1.211226102049380894e-02,5.393040164448213199e-05,2.028439580727432051e-02,9.675491632578895329e-01
2.350000000000000000e+02,9.027711578293555399e-09,1.524015092013463054e-07,1.101658690873235161e-02,4.191926499625374392e-05,1.848625742963548244e-02,9.704550749674151211e-01,9.127711578293552986e-09,1.525015092013462865e-07,5.550427622182394286e-04,1.046154424651411091e-02,4.191936499625373736e-05,1.848625752963548030e-02,9.704550750674150184e-01,9.127711578293552986e-09,1.525015092013462865e-07,1.101658700873234947e-02,4.191936499625373736e-05,1.848625752963548030e-02,9.704550750674150184e-01
2.400000000000000000e+02,6.815078625085146642e-09,1.104193216939396738e-07,1.001722974272648871e-02,3.278343766525058619e-05,1.684694551701497803e-02,9.731029240681929871e-01,6.915078625085145883e-09,1.105193216939396548e-07,4.778072632098548053e-04,9.539422579516631390e-03,3.278353766525057963e-05,1.684694561701497589e-02,9.731029241681928843e-01,6.915078625085145883e-09,1.105193216939396548e-07,1.001722984272648657e-02,3.278353766525057963e-05,1.684694561701497589e-02,9.731029241681928843e-01
2.450000000000000000e+02,6.995724796049419507e-09,9.360062600813215032e-08,9.106119723509652555e-03,2.583001523773575413e-05,1.535226582864635154e-02,9.755156838362554206e-01,7.095724796049418748e-09,9.370062600813213136e-08,4.114072597197927371e-04,8.694712563789858822e-03,2.583011523773575096e-05,1.535226592864634941e-02,9.755156839362553178e-01,7.095724796049418748e-09,9.370062600813213136e-08,9.106119823509650421e-03,2.583011523773575096e-05,1.535226592864634941e-02,9.755156839362553178e-01
2.500000000000000000e+02,6.340652785199419925e-09,7.660401163391648231e-08,8.275847804556740045e-03,2.031536017538534026e-05,1.398927535726857997e-02,9.777144785333349297e-01,6.440652785199418339e-09,7.670401163391646335e-08,3.541974216889145783e-04,7.921650482867824417e-03,2.031546017538533709e-05,1.398927545726857610e-02,9.777144786333347160e-01,6.440652785199418339e-09,7.670401163391646335e-08,8.275847904556737911e-03,2.031546017538533709e-05,1.398927545726857610e-02,9.777144786333347160e-01
