# time,Reactant,B,C,D,E,Product,Reactant,B,C,C2,D,E,Product,Reactant,B,C,D,E,Product
5.000000000000000000e+01,5.151444783921644427e-03,4.518633749410017053e-02,2.111666743349843167e-01,2.120450426657131127e-01,2.864327716497909182e-01,2.400177290714897715e-01,2.941614239027989797e-02,7.290043729468635714e-02,1.195772775778866787e-01,7.820526336157053449e-02,1.776273326485037773e-01,2.944052168879808251e-01,2.292708524317036423e-01,2.941614239027989797e-02,7.290043729468635714e-02,1.977825409394572131e-01,1.776273326485037773e-01,2.944052168879808251e-01,2.292708524317036423e-01
5.500000000000000000e+01,0.000000000000000000e+00,6.434751865840773744e-02,1.843612691891461097e-01,1.170192573567867822e-01,3.335257833800696625e-01,3.007461714155896249e-01,2.334605955730071833e-02,5.644355696436920145e-02,1.117973473983863431e-01,8.217697675046245487e-02,1.537580176621101968e-01,3.000015439554016283e-01,2.738790203045811666e-01,2.334605955730071833e-02,5.644355696436920145e-02,1.939743241488488257e-01,1.537580176621101968e-01,3.000015439554016283e-01,2.738790203045811666e-01
6.000000000000000000e+01,3.735564328427338522e-03,5.663118184470942312e-02,1.942335948196145246e-01,1.457030266974517763e-01,3.201480697658051211e-01,2.795485625439917965e-01,1.920390937557446553e-02,4.407102591336286429e-02,1.035309538925595491e-01,8.486881589328638953e-02,1.313721792235948149e-01,2.994973966273548616e-01,3.188582416668787611e-01,1.920390937557446553e-02,4.407102591336286429e-02,1.883997697858459663e-01,1.313721792235948149e-01,2.994973966273548616e-01,3.188582416668787611e-01
6.500000000000000000e+01,0.000000000000000000e+00,4.271970092831888638e-02,1.730263891829985634e-01,7.586021229160291868e-02,3.313034755611297677e-01,3.770902220359498846e-01,1.637579104035474103e-02,3.488445837768774926e-02,9.515969190352907559e-02,8.638757872452992870e-02,1.111403026772380537e-01,2.940709783651366815e-01,3.633837215041355040e-01,1.637579104035474103e-02,3.488445837768774926e-02,1.815472706280590043e-01,1.111403026772380537e-01,2.940709783651366815e-01,3.633837215041355040e-01
7.000000000000000000e+01,1.236400699469723113e-02,4.995990261411685507e-02,1.482901159920766432e-01,1.089361636393735983e-01,3.040612302335763961e-01,3.763885805261593664e-01,1.446693902480778067e-02,2.809247136405456508e-02,8.695230144599885858e-02,8.686512975172111517e-02,9.333815907792503141e-02,2.848940140109161856e-01,4.067935079171883239e-01,1.446693902480778067e-02,2.809247136405456508e-02,1.738174311977200015e-01,9.333815907792503141e-02,2.848940140109161856e-01,4.067935079171883239e-01
7.500000000000000000e+01,1.035975308635542907e-02,1.227948178177276509e-03,1.658078312796726350e-01,7.393967648925671432e-02,2.597119653880466394e-01,4.889528255784913457e-01,1.315410506232000606e-02,2.314546850137416678e-02,7.908522427059579141e-02,8.643501424124813703e-02,7.802629381968367861e-02,2.729432295186400292e-01,4.486131871787499281e-01,1.315410506232000606e-02,2.314546850137416678e-02,1.655202385118439423e-01,7.802629381968367861e-02,2.729432295186400292e-01,4.486131871787499281e-01
8.000000000000000000e+01,0.000000000000000000e+00,4.837652680052826476e-02,1.734547486945125505e-01,6.349645026442063411e-02,2.517176579278564974e-01,4.629546163126820324e-01,1.226308551600659158e-02,1.955400582642895235e-02,7.166505736737344145e-02,8.523913846504627134e-02,6.505468942034230151e-02,2.591327857076577423e-01,4.884937602897563846e-01,1.226308551600659158e-02,1.955400582642895235e-02,1.569041958324197406e-01,6.505468942034230151e-02,2.591327857076577423e-01,4.884937602897563846e-01
8.500000000000000000e+01,0.000000000000000000e+00,3.098938215656438927e-02,1.696158735230315073e-01,4.101706341459507993e-02,2.267099276002087771e-01,5.316677533056003435e-01,1.166065573044393171e-02,1.696069049568621478e-02,6.475134243472163709e-02,8.341029794362989080e-02,5.420938002458143556e-02,2.441984056779402112e-01,5.262117502856082929e-01,1.166065573044393171e-02,1.696069049568621478e-02,1.481616403783515279e-01,5.420938002458143556e-02,2.441984056779402112e-01,5.262117502856082929e-01
9.000000000000000000e+01,0.000000000000000000e+00,3.755276425081033320e-02,1.614750346840694573e-01,3.742017748449107117e-02,1.959133740507088550e-01,5.676386495299201584e-01,1.124486836535876569e-02,1.509875278621292637e-02,5.837274831228281974e-02,8.106897057201109535e-02,4.526153722903765442e-02,2.287124765441979624e-01,5.616431687835103936e-01,1.124486836535876569e-02,1.509875278621292637e-02,1.394417188842939359e-01,4.526153722903765442e-02,2.287124765441979624e-01,5.616431687835103936e-01
9.500000000000000000e+01,0.000000000000000000e+00,5.595282592204109569e-03,1.171301877227532429e-01,5.163897823941381027e-02,2.072083292855985415e-01,6.184272221600303210e-01,1.096407992992758963e-02,1.376894355042084135e-02,5.252544998319995384e-02,7.832838635352221135e-02,3.793049447027974780e-02,2.131400128922890658e-01,5.947451554129722373e-01,1.096407992992758963e-02,1.376894355042084135e-02,1.308538363367221791e-01,3.793049447027974780e-02,2.131400128922890658e-01,5.947451554129722373e-01
1.000000000000000000e+02,3.790208433968429019e-02,0.000000000000000000e+00,9.276049538068875666e-02,5.543037199991813352e-02,1.866611768974453245e-01,6.272458713822633980e-01,1.077364597173949452e-02,1.282214932625080211e-02,4.719572110121311032e-02,7.528649377997724546e-02,3.197395742835565380e-02,1.978211669146264784e-01,6.255293880704488885e-01,1.077364597173949452e-02,1.282214932625080211e-02,1.224822148811903488e-01,3.197395742835565380e-02,1.978211669146264784e-01,6.255293880704488885e-01
1.050000000000000000e+02,1.209292881117253297e-02,0.000000000000000000e+00,1.232018927798237407e-01,0.000000000000000000e+00,1.640938663314994161e-01,7.006113120775042669e-01,1.064198171842462015e-02,1.214786009445348661e-02,4.236035059461572966e-02,7.202838676884638913e-02,2.717304495017876936e-02,1.830004177929059617e-01,6.540504806731867182e-01,1.064198171842462015e-02,1.214786009445348661e-02,1.143887373634621119e-01,2.717304495017876936e-02,1.830004177929059617e-01,6.540504806731867182e-01
1.100000000000000000e+02,1.367695032822842729e-02,0.000000000000000000e+00,1.323179766174629457e-01,3.722866875522228003e-02,1.398389521537422853e-01,6.769374521453439542e-01,1.055342135169043925e-02,1.167235301155178893e-02,3.798549348572921591e-02,6.862837343440648941e-02,2.331885701545668987e-02,1.688425434665863922e-01,6.804014808271906523e-01,1.055342135169043925e-02,1.167235301155178893e-02,1.066138669201357053e-01,2.331885701545668987e-02,1.688425434665863922e-01,6.804014808271906523e-01
1.150000000000000000e+02,0.000000000000000000e+00,3.298269215551833528e-02,8.418078357825944935e-02,3.164003940460919512e-02,1.649342656393884554e-01,6.862622192222245232e-01,1.049338413707933022e-02,1.133706581133228988e-02,3.403841473188958661e-02,6.514867456020255465e-02,2.024136743009147948e-02,1.554553936005284576e-01,7.046882223214879781e-01,1.049338413707933022e-02,1.133706581133228988e-02,9.918708929209213432e-02,2.024136743009147948e-02,1.554553936005284576e-01,7.046882223214879781e-01
1.200000000000000000e+02,0.000000000000000000e+00,2.585465355256996028e-02,8.577299174989960751e-02,0.000000000000000000e+00,1.778163634324931297e-01,7.105559912650373233e-01,1.045159502331015171e-02,1.109909923463374588e-02,3.048562605843089732e-02,6.164122837522181125e-02,1.779677917553462718e-02,1.428999171150146519e-01,7.270282776104657341e-01,1.045159502331015171e-02,1.109909923463374588e-02,9.212685443365270510e-02,1.779677917553462718e-02,1.428999171150146519e-01,7.270282776104657341e-01
1.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.056855962107763169e-02,0.000000000000000000e+00,1.550131849579957366e-01,7.644182554209265623e-01,1.042355405998976990e-02,1.093290768139641017e-02,2.729147239080583973e-02,5.814885470461745448e-02,1.586053721289548690e-02,1.311928852947527036e-01,7.475523112481540222e-01,1.042355405998976990e-02,1.093290768139641017e-02,8.544032709542329074e-02,1.586053721289548690e-02,1.311928852947527036e-01,7.475523112481540222e-01
1.300000000000000000e+02,3.585168618531375112e-02,2.816398158532252075e-02,4.208472643392464907e-02,0.000000000000000000e+00,1.505652279406465566e-01,7.433343778547925051e-01,1.040477780534655380e-02,1.081713112352138476e-02,2.442348137371417802e-02,5.470641785531856621e-02,1.433184310362494406e-02,1.203319015701947020e-01,7.663869697608913789e-01,1.040477780534655380e-02,1.081713112352138476e-02,7.912989922903274076e-02,1.433184310362494406e-02,1.203319015701947020e-01,7.663869697608913789e-01
1.350000000000000000e+02,1.251447844350973490e-02,0.000000000000000000e+00,9.992252609354276838e-02,0.000000000000000000e+00,1.059292580974591502e-01,7.816337373654883569e-01,1.039150515795793719e-02,1.073473260291608541e-02,2.185173714690169175e-02,5.134177345918840979e-02,1.312878764135688714e-02,1.102995066991706435e-01,7.836544798851200477e-01,1.039150515795793719e-02,1.073473260291608541e-02,7.319351060609009807e-02,1.312878764135688714e-02,1.102995066991706435e-01,7.836544798851200477e-01
1.400000000000000000e+02,3.369903276967293332e-02,0.000000000000000000e+00,7.812345187834118798e-02,2.821822320954597840e-02,1.122039323679135947e-01,7.477553597745263403e-01,1.038251186527071671e-02,1.067727179525017334e-02,1.954681390987679512e-02,4.807622977081555532e-02,1.218446361471359728e-02,1.010565501062815480e-01,7.994786815304032457e-01,1.038251186527071671e-02,1.067727179525017334e-02,6.762304368069234350e-02,1.218446361471359728e-02,1.010565501062815480e-01,7.994786815304032457e-01
1.450000000000000000e+02,1.645141828074719870e-02,1.031978917147914794e-02,9.035810338996606850e-02,2.903538660230945562e-02,9.562896678973392683e-02,7.582063357657642388e-01,1.037662353252294042e-02,1.063795924955443332e-02,1.748207399880303756e-02,4.492602145173410499e-02,1.144533262905175590e-02,9.255870784250981587e-02,8.139758038884354896e-01,1.037662353252294042e-02,1.063795924955443332e-02,6.240809545053713908e-02,1.144533262905175590e-02,9.255870784250981587e-02,8.139758038884354896e-01
1.500000000000000000e+02,3.102620519533699772e-02,2.967607796451908128e-02,4.398073351980027329e-02,0.000000000000000000e+00,6.304354915760834732e-02,8.322734341627353594e-01,1.037252579599335332e-02,1.061025434862091985e-02,1.563370926226880994e-02,4.190344451011824428e-02,1.086726078663009971e-02,8.476300834172943721e-02,8.272523195472508695e-01,1.037252579599335332e-02,1.061025434862091985e-02,5.753715377238705769e-02,1.086726078663009971e-02,8.476300834172943721e-02,8.272523195472508695e-01
1.550000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.218970638172304555e-02,0.000000000000000000e+00,1.013887849039038641e-01,8.764215087143730765e-01,1.036958779315398996e-02,1.059040238956635537e-02,1.397966654403997450e-02,3.901684404036199344e-02,1.041531664638765953e-02,7.762132006734243084e-02,8.394093851117593319e-01,1.036958779315398996e-02,1.059040238956635537e-02,5.299651058440196794e-02,1.041531664638765953e-02,7.762132006734243084e-02,8.394093851117593319e-01
1.600000000000000000e+02,3.639552512453767680e-02,3.022357204826201828e-03,4.744350064382137772e-02,3.907701763207535595e-02,4.579776088298243703e-02,8.282638385117570001e-01,1.036765533654955725e-02,1.057688121344643219e-02,1.249979796022481979e-02,3.627074443028797252e-02,1.006386880952643212e-02,7.108112853586720514e-02,8.505424463067092766e-01,1.036765533654955725e-02,1.057688121344643219e-02,4.877054239051279577e-02,1.006386880952643212e-02,7.108112853586720514e-02,8.505424463067092766e-01
1.650000000000000000e+02,3.346554647170132263e-02,3.472477455852943790e-02,4.086645701703295330e-02,0.000000000000000000e+00,2.737828120654943118e-02,8.635649407461868377e-01,1.036643978619064023e-02,1.056790578163593723e-02,1.117602409365033717e-02,3.366772870856511030e-02,9.791258000959103189e-03,6.509475318640302322e-02,8.607384130352074836e-01,1.036643978619064023e-02,1.056790578163593723e-02,4.484375280221544746e-02,9.791258000959103189e-03,6.509475318640302322e-02,8.607384130352074836e-01
1.700000000000000000e+02,0.000000000000000000e+00,2.500369220558597977e-02,6.684728523496573371e-02,0.000000000000000000e+00,8.805625493384926228e-02,8.200927676255990173e-01,1.036556327737251162e-02,1.056147652683778193e-02,9.992180768103930966e-03,3.120871521801360515e-02,9.578973283684831877e-03,5.961964035612823259e-02,8.700759731624708726e-01,1.036556327737251162e-02,1.056147652683778193e-02,4.120089598611753612e-02,9.578973283684831877e-03,5.961964035612823259e-02,8.700759731624708726e-01
1.750000000000000000e+02,3.531483345718357952e-02,2.292029107881870392e-02,3.761967681587741284e-03,7.485191330364540825e-03,2.721285846624273835e-02,9.033048579858027338e-01,1.036489402593723796e-02,1.055669253149809847e-02,8.933559702158535079e-03,2.889264348481648120e-02,9.413159047638080049e-03,5.461313383237594021e-02,8.786284399681872914e-01,1.036489402593723796e-02,1.055669253149809847e-02,3.782620318697501455e-02,9.413159047638080049e-03,5.461313383237594021e-02,8.786284399681872914e-01
1.800000000000000000e+02,2.307803096029302156e-02,0.000000000000000000e+00,2.206131381103028019e-02,7.867751605050555749e-03,3.997683605173053129e-02,9.070160675718956789e-01,1.036445388647242762e-02,1.055345207605879083e-02,7.987082503966727240e-03,2.671633604490954161e-02,9.284948167819905007e-03,5.003316618730983129e-02,8.864630837260745189e-01,1.036445388647242762e-02,1.055345207605879083e-02,3.470341854887627059e-02,9.284948167819905007e-03,5.003316618730983129e-02,8.864630837260745189e-01
1.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.956551190706250803e-02,3.157419448914185883e-02,8.606573842613058495e-03,9.102537197611826336e-01,1.036419765192986633e-02,1.055141922389733408e-02,7.140961823874898348e-03,2.467603639261004358e-02,9.186507952982323269e-03,4.584221010355277182e-02,8.936411894437644721e-01,1.036419765192986633e-02,1.055141922389733408e-02,3.181699821648494020e-02,9.186507952982323269e-03,4.584221010355277182e-02,8.936411894437644721e-01
1.900000000000000000e+02,2.441576763996360436e-02,1.676343269107057055e-02,2.905973142967575515e-02,1.531903208486961807e-02,2.395138016564054423e-02,8.904906559887798556e-01,1.036404045561406702e-02,1.055009670663742405e-02,6.384552602746266028e-03,2.276762708820339459e-02,9.110595522748326375e-03,4.200701198933645686e-02,9.002185982273257503e-01,1.036404045561406702e-02,1.055009670663742405e-02,2.915217969094966236e-02,9.110595522748326375e-03,4.200701198933645686e-02,9.002185982273257503e-01
1.950000000000000000e+02,2.276759255524611267e-02,0.000000000000000000e+00,5.194743052218968316e-02,0.000000000000000000e+00,2.014527745458231239e-02,9.051396994679818953e-01,1.036389153920977933e-02,1.054898100702448237e-02,5.708302358874988922e-03,2.098653524624479599e-02,9.050972476366204306e-03,3.849770510433477011e-02,9.062461348605567180e-01,1.036389153920977933e-02,1.054898100702448237e-02,2.669483760511978665e-02,9.050972476366204306e-03,3.849770510433477011e-02,9.062461348605567180e-01
2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.806122260847234262e-02,8.159418369203880889e-03,2.962756603515266304e-02,9.141517929871710857e-01,1.036377979630225508e-02,1.054815545182287949e-02,5.103742171672062504e-03,1.932706609308109183e-02,9.004513756723181092e-03,3.528473206084525859e-02,9.117705332621649505e-01,1.036377979630225508e-02,1.054815545182287949e-02,2.443080826475315520e-02,9.004513756723181092e-03,3.528473206084525859e-02,9.117705332621649505e-01
2.050000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.095262515218060027e-02,1.287124782807509520e-02,9.761761270197442109e-01,1.036371090535378667e-02,1.054762237109962628e-02,4.563429110368786949e-03,1.778315064473265372e-02,8.968937047656238074e-03,3.234193336619139991e-02,9.168337391472092257e-01,1.036371090535378667e-02,1.054762237109962628e-02,2.234657975510144154e-02,8.968937047656238074e-03,3.234193336619139991e-02,9.168337391472092257e-01
2.100000000000000000e+02,2.539361609971957888e-03,0.000000000000000000e+00,1.680839034427410519e-02,1.022268453885979630e-02,3.512361801708444031e-02,9.353059454898098313e-01,1.036367593422890879e-02,1.054731653704877280e-02,4.080561969113618258e-03,1.634890068268887720e-02,8.941938189173645468e-03,2.964564101812851987e-02,9.214744882622294408e-01,1.036367593422890879e-02,1.054731653704877280e-02,2.042946265180249632e-02,8.941938189173645468e-03,2.964564101812851987e-02,9.214744882622294408e-01
2.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.988764336320311080e-03,0.000000000000000000e+00,4.306719126044408069e-02,9.549440444032355479e-01,1.036365588149566579e-02,1.054712523143699898e-02,3.648964140637316663e-03,1.501861286516668198e-02,8.921218230845387800e-03,2.717454148813799875e-02,9.257284047548917094e-01,1.036365588149566579e-02,1.054712523143699898e-02,1.866757700580400081e-02,8.921218230845387800e-03,2.717454148813799875e-02,9.257284047548917094e-01
2.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.276841186130750178e-02,2.087960788716397217e-02,2.592317797255824438e-02,9.204288022789702817e-01,1.036362991957862946e-02,1.054692976550393457e-02,3.263072497463187071e-03,1.378669313304451728e-02,8.904708303381013781e-03,2.490935746490520117e-02,9.296281315087352448e-01,1.036362991957862946e-02,1.054692976550393457e-02,1.704976563050770652e-02,8.904708303381013781e-03,2.490935746490520117e-02,9.296281315087352448e-01
2.250000000000000000e+02,0.000000000000000000e+00,1.878609437294012294e-02,7.009435302007681508e-03,8.000085885735037927e-03,0.000000000000000000e+00,9.662043844393172209e-01,1.036360841945986426e-02,1.054677426565200568e-02,2.918066371996926294e-03,1.264714900613691032e-02,8.891729672212581731e-03,2.283209119287742117e-02,9.332031036642759458e-01,1.036360841945986426e-02,1.054677426565200568e-02,1.556521537813383531e-02,8.891729672212581731e-03,2.283209119287742117e-02,9.332031036642759458e-01
2.300000000000000000e+02,5.431498672265558207e-03,0.000000000000000000e+00,2.484482944269798474e-02,2.655197931076996518e-02,5.485654612234548699e-02,8.883151464519211116e-01,1.036359515394919689e-02,1.054667396637288049e-02,2.609767889871419423e-03,1.159403871026112864e-02,8.881832816489703200e-03,2.092700904770275136e-02,9.364796050079646772e-01,1.036359515394919689e-02,1.054667396637288049e-02,1.420380660013254720e-02,8.881832816489703200e-03,2.092700904770275136e-02,9.364796050079646772e-01
2.350000000000000000e+02,2.818609306976026241e-02,0.000000000000000000e+00,2.811944533818586112e-02,2.876825086992278787e-03,5.218079189816366564e-02,8.886368446068980687e-01,1.036358978353052636e-02,1.054662387302676523e-02,2.334326047720637620e-03,1.062176570434136477e-02,8.874463706616380829e-03,1.917959489899014394e-02,9.394821585783859064e-01,1.036358978353052636e-02,1.054662387302676523e-02,1.295609175206200239e-02,8.874463706616380829e-03,1.917959489899014394e-02,9.394821585783859064e-01
2.400000000000000000e+02,3.746609551513584851e-02,2.231429118147905399e-02,4.440149369415488656e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.357794639339697129e-01,1.036358928369973328e-02,1.054660581613328652e-02,2.088204244826927583e-03,9.725076762329256178e-03,8.868988606789855733e-03,1.757646308979516139e-02,9.422335947890374541e-01,1.036358928369973328e-02,1.054660581613328652e-02,1.181328100715618376e-02,8.868988606789855733e-03,1.757646308979516139e-02,9.422335947890374541e-01
2.450000000000000000e+02,3.485648861369106122e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.145705868371625136e-02,9.436864527025925486e-01,1.036358794496468165e-02,1.054658845137150178e-02,1.868180283121012629e-03,8.899061973203897455e-03,8.864694075000607507e-03,1.610535843661996952e-02,9.447550514283300505e-01,1.036358794496468165e-02,1.054658845137150178e-02,1.076724225632490900e-02,8.864694075000607507e-03,1.610535843661996952e-02,9.447550514283300505e-01
2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.409604510469332668e-02,9.859039548953066889e-01,1.036358360550140335e-02,1.054655885782184062e-02,1.671446016239412635e-03,8.138923217826924197e-03,8.861158467357183391e-03,1.475524804373325692e-02,9.470656043841316762e-01,1.036358360550140335e-02,1.054655885782184062e-02,9.810369234066336833e-03,8.861158467357183391e-03,1.475524804373325692e-02,9.470656043841316762e-01
